komentar,label,komentar_cleaned_p1,tokenized_text_p2,text_slang_p2,text_slang_str_p2,text_stopword_p2,text_stemmed_p2
Wkwkkwkwkw.. iya lucu banget,0,wkwkkwkwkw iya lucu banget,"['wkwkkwkwkw', 'iya', 'lucu', 'banget']","['wkwkkwkwkw', 'iya', 'lucu', 'banget']",wkwkkwkwkw iya lucu banget,wkwkkwkwkw iya lucu banget,wkwkkwkwkw iya lucu banget
Itu orang korea siapa ya,0,itu orang korea siapa ya,"['itu', 'orang', 'korea', 'siapa', 'ya']","['itu', 'orang', 'korea', 'siapa', 'ya']",itu orang korea siapa ya,orang korea ya,orang korea ya
Slamat ulang tahun kota Yogja karta,0,slamat ulang tahun kota yogja karta,"['slamat', 'ulang', 'tahun', 'kota', 'yogja', 'karta']","['slamat', 'ulang', 'tahun', 'kota', 'yogja', 'karta']",slamat ulang tahun kota yogja karta,slamat ulang kota yogja karta,slamat ulang kota yogja karta
semangat terus pak jangan lupa hapus judi online SQUAD777,1,semangat terus pak jangan lupa hapus judi online squad777,"['semangat', 'terus', 'pak', 'jangan', 'lupa', 'hapus', 'judi', 'online', 'squad777']","['semangat', 'terus', 'pak', 'jangan', 'lupa', 'hapus', 'judi', 'online', 'squad777']",semangat terus pak jangan lupa hapus judi online squad777,semangat lupa hapus judi online squad777,semangat lupa hapus judi online squad777
"Setiap hari selalu ada hal-hal baru dan menarik dari 𝘿E𝘞АD𝘖RА, bikin rasa penasaran terus terjaga!",1,setiap hari selalu ada hal hal baru dan menarik dari dewadora bikin rasa penasaran terus terjaga,"['setiap', 'hari', 'selalu', 'ada', 'hal', 'hal', 'baru', 'dan', 'menarik', 'dari', 'dewadora', 'bikin', 'rasa', 'penasaran', 'terus', 'terjaga']","['setiap', 'hari', 'selalu', 'ada', 'hal', 'hal', 'baru', 'dan', 'menarik', 'dari', 'dewadora', 'bikin', 'rasa', 'penasaran', 'terus', 'terjaga']",setiap hari selalu ada hal hal baru dan menarik dari dewadora bikin rasa penasaran terus terjaga,menarik dewadora bikin penasaran terjaga,tarik dewadora bikin penasaran jaga
cie ganti thumbnail 😂,0,cie ganti thumbnail,"['cie', 'ganti', 'thumbnail']","['cie', 'ganti', 'thumbnail']",cie ganti thumbnail,cie ganti thumbnail,cie ganti thumbnail
acara sampai jam berapa ya?,0,acara sampai jam berapa ya,"['acara', 'sampai', 'jam', 'berapa', 'ya']","['acara', 'sampai', 'jam', 'berapa', 'ya']",acara sampai jam berapa ya,acara jam ya,acara jam ya
Nunggu yang lipet 4 aja deh,0,nunggu yang lipet 4 aja deh,"['nunggu', 'yang', 'lipet', '4', 'aja', 'deh']","['nunggu', 'yang', 'lipet', '4', 'aja', 'deh']",nunggu yang lipet 4 aja deh,nunggu lipet 4 aja deh,nunggu lipet 4 aja deh
 @asyariiiii  meong wkwkwkwkwk,0,asyariiiii meong wkwkwkwkwk,"['asyariiiii', 'meong', 'wkwkwkwkwk']","['asyariiiii', 'meong', 'wkwkwkwkwk']",asyariiiii meong wkwkwkwkwk,asyariiiii meong wkwkwkwkwk,asyariiiii meong wkwkwkwkwk
"keren banget bang , salam jepe 𝐒𝐆𝐈𝟖𝟖",1,keren banget bang salam jepe sgi88,"['keren', 'banget', 'bang', 'salam', 'jepe', 'sgi88']","['keren', 'banget', 'bang', 'salam', 'jepe', 'sgi88']",keren banget bang salam jepe sgi88,keren banget bang salam jepe sgi88,keren banget bang salam jepe sgi88
beduh,0,beduh,['beduh'],['beduh'],beduh,beduh,beduh
notif langsung nonton habis jepe 𝗦𝗚𝗜𝟴𝟴,1,notif langsung nonton habis jepe sgi88,"['notif', 'langsung', 'nonton', 'habis', 'jepe', 'sgi88']","['notif', 'langsung', 'nonton', 'habis', 'jepe', 'sgi88']",notif langsung nonton habis jepe sgi88,notif langsung nonton habis jepe sgi88,notif langsung nonton habis jepe sgi88
"Biar kelihatan pinter di set begini, kok malah kelihatan gobloknya 😂😂😂😂",0,biar kelihatan pinter di set begini kok malah kelihatan gobloknya,"['biar', 'kelihatan', 'pinter', 'di', 'set', 'begini', 'kok', 'malah', 'kelihatan', 'gobloknya']","['biar', 'kelihatan', 'pinter', 'di', 'set', 'begini', 'kok', 'malah', 'kelihatan', 'gobloknya']",biar kelihatan pinter di set begini kok malah kelihatan gobloknya,biar pinter set gobloknya,biar pinter set goblok
sungguh sebuah punchline,0,sungguh sebuah punchline,"['sungguh', 'sebuah', 'punchline']","['sungguh', 'sebuah', 'punchline']",sungguh sebuah punchline,sungguh punchline,sungguh punchline
"Swert Bonanja gacir pol, nggak prnh zonk",1,swert bonanja gacir pol nggak prnh zonk,"['swert', 'bonanja', 'gacir', 'pol', 'nggak', 'prnh', 'zonk']","['swert', 'bonanja', 'gacir', 'pol', 'tidak', 'prnh', 'zonk']",swert bonanja gacir pol tidak prnh zonk,swert bonanja gacir pol prnh zonk,swert bonanja gacir pol prnh zonk
 @Fate-v9f  skor diatas 1 jt diatas 2jt juga ga bakal lu beli breeee 😂😂,0,fate v9f skor diatas 1 jt diatas 2jt juga ga bakal lu beli breeee,"['fate', 'v9f', 'skor', 'diatas', '1', 'jt', 'diatas', '2jt', 'juga', 'ga', 'bakal', 'lu', 'beli', 'breeee']","['fate', 'v9f', 'skor', 'diatas', '1', 'jt', 'diatas', '2jt', 'juga', 'tidak', 'bakal', 'kamu', 'beli', 'breeee']",fate v9f skor diatas 1 jt diatas 2jt juga tidak bakal kamu beli breeee,fate v9f skor diatas 1 jt diatas 2jt beli breeee,fate v9f skor atas 1 jt atas 2jt beli breeee
itu si rian doyan banget main di ᗩᗷGᗯIᑎ sampe kebeli motor,1,itu si rian doyan banget main di akhegwiti sampe kebeli motor,"['itu', 'si', 'rian', 'doyan', 'banget', 'main', 'di', 'akhegwiti', 'sampe', 'kebeli', 'motor']","['itu', 'si', 'rian', 'doyan', 'banget', 'main', 'di', 'akhegwiti', 'sampe', 'kebeli', 'motor']",itu si rian doyan banget main di akhegwiti sampe kebeli motor,si rian doyan banget main akhegwiti sampe kebeli motor,si rian doyan banget main akhegwiti sampe kebel motor
gak mikir kali join alexis17 .,1,gak mikir kali join alexis17,"['gak', 'mikir', 'kali', 'join', 'alexis17']","['tidak', 'mikir', 'kali', 'join', 'alexis17']",tidak mikir kali join alexis17,mikir kali join alexis17,mikir kali join alexis17
GACOR KANG,1,gacor kang,"['gacor', 'kang']","['gacor', 'kang']",gacor kang,gacor kang,gacor kang
"utama, itu bisa dirasakan★𝗠𝗮𝗻𝘂𝘁𝟴𝟴★",1,utama itu bisa dirasakanmanut88,"['utama', 'itu', 'bisa', 'dirasakanmanut88']","['utama', 'itu', 'bisa', 'dirasakanmanut88']",utama itu bisa dirasakanmanut88,utama dirasakanmanut88,utama dirasakanmanut88
mas kalo boleh tau harganya 1 unit itu berapa yaa?,0,mas kalo boleh tau harganya 1 unit itu berapa yaa,"['mas', 'kalo', 'boleh', 'tau', 'harganya', '1', 'unit', 'itu', 'berapa', 'yaa']","['mas', 'kalo', 'boleh', 'tahu', 'harganya', '1', 'unit', 'itu', 'berapa', 'yaa']",mas kalo boleh tahu harganya 1 unit itu berapa yaa,mas kalo harganya 1 unit yaa,mas kalo harga 1 unit yaa
"Maklum udah tua, udah ga mampu memahami pertanyaan yg disampaikan.",0,maklum udah tua udah ga mampu memahami pertanyaan yg disampaikan,"['maklum', 'udah', 'tua', 'udah', 'ga', 'mampu', 'memahami', 'pertanyaan', 'yg', 'disampaikan']","['maklum', 'sudah', 'tua', 'sudah', 'tidak', 'mampu', 'memahami', 'pertanyaan', 'yg', 'disampaikan']",maklum sudah tua sudah tidak mampu memahami pertanyaan yg disampaikan,maklum tua memahami yg,maklum tua paham yg
"maen Swert Bonanja, sketer terus-terusan",1,maen swert bonanja sketer terus terusan,"['maen', 'swert', 'bonanja', 'sketer', 'terus', 'terusan']","['maen', 'swert', 'bonanja', 'sketer', 'terus', 'terusan']",maen swert bonanja sketer terus terusan,maen swert bonanja sketer terusan,maen swert bonanja sketer terus
jangan tutup mata situs judi berkeliaran terutama dari SQUAD777,1,jangan tutup mata situs judi berkeliaran terutama dari squad777,"['jangan', 'tutup', 'mata', 'situs', 'judi', 'berkeliaran', 'terutama', 'dari', 'squad777']","['jangan', 'tutup', 'mata', 'situs', 'judi', 'berkeliaran', 'terutama', 'dari', 'squad777']",jangan tutup mata situs judi berkeliaran terutama dari squad777,tutup mata situs judi berkeliaran squad777,tutup mata situs judi liar squad777
𝐒𝐆𝐈𝟖𝟖 bikin maxwin gampang,1,sgi88 bikin maxwin gampang,"['sgi88', 'bikin', 'maxwin', 'gampang']","['sgi88', 'bikin', 'maxwin', 'gampang']",sgi88 bikin maxwin gampang,sgi88 bikin maxwin gampang,sgi88 bikin maxwin gampang
tukang parkire madang geden,0,tukang parkire madang geden,"['tukang', 'parkire', 'madang', 'geden']","['tukang', 'parkire', 'madang', 'geden']",tukang parkire madang geden,tukang parkire madang geden,tukang parkire madang geden
𝗱𝗽 𝟭𝟬𝟬 𝗷𝗱 𝟮𝗷𝘁 buruan gas di 🔥 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 🔥,1,dp 100 jd 2jt buruan gas di meteorwin,"['dp', '100', 'jd', '2jt', 'buruan', 'gas', 'di', 'meteorwin']","['dp', '100', 'jadi', '2jt', 'buruan', 'gas', 'di', 'meteorwin']",dp 100 jadi 2jt buruan gas di meteorwin,dp 100 2jt buruan gas meteorwin,dp 100 2jt buru gas meteorwin
Tetap cintai CKD,0,tetap cintai ckd,"['tetap', 'cintai', 'ckd']","['tetap', 'cintai', 'ckd']",tetap cintai ckd,cintai ckd,cinta ckd
"Kontennya keren banget! Santai tapi tetap dapet insight, kayak main 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵: enjoy tapi bisa cuan 😎",1,kontennya keren banget santai tapi tetap dapet insight kayak main pst0t099 enjoy tapi bisa cuan,"['kontennya', 'keren', 'banget', 'santai', 'tapi', 'tetap', 'dapet', 'insight', 'kayak', 'main', 'pst0t099', 'enjoy', 'tapi', 'bisa', 'cuan']","['kontennya', 'keren', 'banget', 'santai', 'tapi', 'tetap', 'dapet', 'insight', 'kayak', 'main', 'pst0t099', 'enjoy', 'tapi', 'bisa', 'cuan']",kontennya keren banget santai tapi tetap dapet insight kayak main pst0t099 enjoy tapi bisa cuan,kontennya keren banget santai dapet insight kayak main pst0t099 enjoy cuan,konten keren banget santai dapet insight kayak main pst0t099 enjoy cuan
Kan yang bikin nya ai😂,0,kan yang bikin nya ai,"['kan', 'yang', 'bikin', 'nya', 'ai']","['kan', 'yang', 'bikin', 'nya', 'ai']",kan yang bikin nya ai,bikin nya ai,bikin nya ai
"ＭΛＮDALIKΛ𝟟𝟟 gua bru nyoba, lgnsung hoki deh",1,mlndalikl77 gua bru nyoba lgnsung hoki deh,"['mlndalikl77', 'gua', 'bru', 'nyoba', 'lgnsung', 'hoki', 'deh']","['mlndalikl77', 'gua', 'bru', 'nyoba', 'lgnsung', 'hoki', 'deh']",mlndalikl77 gua bru nyoba lgnsung hoki deh,mlndalikl77 gua bru nyoba lgnsung hoki deh,mlndalikl77 gua bru nyoba lgnsung hoki deh
MANAA CROSSTREK KAMIIIIIIII??!!!,0,manaa crosstrek kamiiiiiiii,"['manaa', 'crosstrek', 'kamiiiiiiii']","['manaa', 'crosstrek', 'kamiiiiiiii']",manaa crosstrek kamiiiiiiii,manaa crosstrek kamiiiiiiii,manaa crosstrek kamiiiiiiii
"Aman, cuan, 𝑷 𝑼 𝑳 𝑨 𝑼 𝑾 𝑰 𝑵 ✅",1,aman cuan pulauwin,"['aman', 'cuan', 'pulauwin']","['aman', 'cuan', 'pulauwin']",aman cuan pulauwin,aman cuan pulauwin,aman cuan pulauwin
"tunggu tunggu salam jepe λ l e x i s 1 7 ,",1,tunggu tunggu salam jepe llexis 1 7,"['tunggu', 'tunggu', 'salam', 'jepe', 'llexis', '1', '7']","['tunggu', 'tunggu', 'salam', 'jepe', 'llexis', '1', '7']",tunggu tunggu salam jepe llexis 1 7,tunggu tunggu salam jepe llexis 1 7,tunggu tunggu salam jepe llexis 1 7
Semoga rezeki dari MANDALIKA-77- ini berkah dan bermanfaat! 🤣 😅,1,semoga rezeki dari mandalika 77 ini berkah dan bermanfaat,"['semoga', 'rezeki', 'dari', 'mandalika', '77', 'ini', 'berkah', 'dan', 'bermanfaat']","['semoga', 'rezeki', 'dari', 'mandalika', '77', 'ini', 'berkah', 'dan', 'bermanfaat']",semoga rezeki dari mandalika 77 ini berkah dan bermanfaat,semoga rezeki mandalika 77 berkah bermanfaat,moga rezeki mandalika 77 berkah manfaat
suwe banget intro ne,0,suwe banget intro ne,"['suwe', 'banget', 'intro', 'ne']","['suwe', 'banget', 'intro', 'ne']",suwe banget intro ne,suwe banget intro ne,suwe banget intro ne
Samaa wkwk,0,samaa wkwk,"['samaa', 'wkwk']","['samaa', 'wkwk']",samaa wkwk,samaa wkwk,samaa wkwk
Ada event maxwin nya,1,ada event maxwin nya,"['ada', 'event', 'maxwin', 'nya']","['ada', 'event', 'maxwin', 'nya']",ada event maxwin nya,event maxwin nya,event maxwin nya
"anjir lah cok pengen beli gua, yang ini keren bgt njir",0,anjir lah cok pengen beli gua yang ini keren bgt njir,"['anjir', 'lah', 'cok', 'pengen', 'beli', 'gua', 'yang', 'ini', 'keren', 'bgt', 'njir']","['anjir', 'lah', 'cok', 'ingin', 'beli', 'gua', 'yang', 'ini', 'keren', 'bgt', 'njir']",anjir lah cok ingin beli gua yang ini keren bgt njir,anjir cok beli gua keren bgt njir,anjir cok beli gua keren bgt njir
"ini harusnya judul videonya jadi ""wowo-kun yapping 3 jam setengah""",0,ini harusnya judul videonya jadi wowo kun yapping 3 jam setengah,"['ini', 'harusnya', 'judul', 'videonya', 'jadi', 'wowo', 'kun', 'yapping', '3', 'jam', 'setengah']","['ini', 'harusnya', 'judul', 'videonya', 'jadi', 'wowo', 'kun', 'yapping', '3', 'jam', 'setengah']",ini harusnya judul videonya jadi wowo kun yapping 3 jam setengah,judul videonya wowo kun yapping 3 jam,judul video wowo kun yapping 3 jam
"Gila, foto siomay aja jadi estetik banget 9:10",0,gila foto siomay aja jadi estetik banget 9 1o,"['gila', 'foto', 'siomay', 'aja', 'jadi', 'estetik', 'banget', '9', '1o']","['gila', 'foto', 'siomay', 'aja', 'jadi', 'estetik', 'banget', '9', '1o']",gila foto siomay aja jadi estetik banget 9 1o,gila foto siomay aja estetik banget 9 1o,gila foto siomay aja estetik banget 9 1o
Kelakuan lebih bermakna dari omongan,0,kelakuan lebih bermakna dari omongan,"['kelakuan', 'lebih', 'bermakna', 'dari', 'omongan']","['kelakuan', 'lebih', 'bermakna', 'dari', 'omongan']",kelakuan lebih bermakna dari omongan,kelakuan bermakna omongan,laku makna omong
Nungguin ahok nyapres.,0,nungguin ahok nyapres,"['nungguin', 'ahok', 'nyapres']","['nungguin', 'ahok', 'nyapres']",nungguin ahok nyapres,nungguin ahok nyapres,nungguin ahok nyapres
"berkah rezeki berkat 𝗦𝗚𝗜𝟴𝟴 , puji syukur !",1,berkah rezeki berkat sgi88 puji syukur,"['berkah', 'rezeki', 'berkat', 'sgi88', 'puji', 'syukur']","['berkah', 'rezeki', 'berkat', 'sgi88', 'puji', 'syukur']",berkah rezeki berkat sgi88 puji syukur,berkah rezeki berkat sgi88 puji syukur,berkah rezeki berkat sgi88 puji syukur
"parah , 𝘼𝙇𝙀𝙓𝙄𝙎17 keren banget ! .",1,parah alexis17 keren banget,"['parah', 'alexis17', 'keren', 'banget']","['parah', 'alexis17', 'keren', 'banget']",parah alexis17 keren banget,parah alexis17 keren banget,parah alexis17 keren banget
𝐃𝘌𝙒𝐴do𝐑𝘼menawarkan perspektif berbeda permainan daring .,1,dewadoramenawarkan perspektif berbeda permainan daring,"['dewadoramenawarkan', 'perspektif', 'berbeda', 'permainan', 'daring']","['dewadoramenawarkan', 'perspektif', 'berbeda', 'permainan', 'daring']",dewadoramenawarkan perspektif berbeda permainan daring,dewadoramenawarkan perspektif berbeda permainan daring,dewadoramenawarkan perspektif beda main daring
dada ayang 😭,0,dada ayang,"['dada', 'ayang']","['dada', 'ayang']",dada ayang,dada ayang,dada ayang
"Berani nya bicara sendiri, dialog dong mas samsul",0,berani nya bicara sendiri dialog dong mas samsul,"['berani', 'nya', 'bicara', 'sendiri', 'dialog', 'dong', 'mas', 'samsul']","['berani', 'nya', 'bicara', 'sendiri', 'dialog', 'dong', 'mas', 'samsul']",berani nya bicara sendiri dialog dong mas samsul,berani nya bicara dialog mas samsul,berani nya bicara dialog mas samsul
selamat ulatahun untuk Jogjakarta yang 268,0,selamat ulatahun untuk jogjakarta yang 268,"['selamat', 'ulatahun', 'untuk', 'jogjakarta', 'yang', '268']","['selamat', 'ulatahun', 'untuk', 'jogjakarta', 'yang', '268']",selamat ulatahun untuk jogjakarta yang 268,selamat ulatahun jogjakarta 268,selamat ulatahun jogjakarta 268
memang ga salah hanya ✦𝗠𝗮𝗻𝘂𝘁𝟴𝟴✦buat gue gila wede,1,memang ga salah hanya manut88buat gue gila wede,"['memang', 'ga', 'salah', 'hanya', 'manut88buat', 'gue', 'gila', 'wede']","['memang', 'tidak', 'salah', 'hanya', 'manut88buat', 'saya', 'gila', 'wede']",memang tidak salah hanya manut88buat saya gila wede,salah manut88buat gila wede,salah manut88buat gila wede
"Ｍandalika𝟳𝟳 aku cba maen, malah jekpot gede",1,mandalika77 aku cba maen malah jekpot gede,"['mandalika77', 'aku', 'cba', 'maen', 'malah', 'jekpot', 'gede']","['mandalika77', 'aku', 'cba', 'maen', 'malah', 'jekpot', 'gede']",mandalika77 aku cba maen malah jekpot gede,mandalika77 cba maen jekpot gede,mandalika77 cba maen jekpot gede
emang gak se-adil alexis17 deh .,1,emang gak se adil alexis17 deh,"['emang', 'gak', 'se', 'adil', 'alexis17', 'deh']","['emang', 'tidak', 'se', 'adil', 'alexis17', 'deh']",emang tidak se adil alexis17 deh,emang adil alexis17 deh,emang adil alexis17 deh
"untung gak remap , kerjanya",0,untung gak remap kerjanya,"['untung', 'gak', 'remap', 'kerjanya']","['untung', 'tidak', 'remap', 'kerjanya']",untung tidak remap kerjanya,untung remap kerjanya,untung rap kerja
"Muadah mudahan bermanfaat ,,aku kan coba di mandalika77 ,, real asik mainnya",1,muadah mudahan bermanfaat aku kan coba di mandalika77 real asik mainnya,"['muadah', 'mudahan', 'bermanfaat', 'aku', 'kan', 'coba', 'di', 'mandalika77', 'real', 'asik', 'mainnya']","['muadah', 'mudahan', 'bermanfaat', 'aku', 'kan', 'coba', 'di', 'mandalika77', 'real', 'asik', 'mainnya']",muadah mudahan bermanfaat aku kan coba di mandalika77 real asik mainnya,muadah mudahan bermanfaat coba mandalika77 real asik mainnya,muadah mudah manfaat coba mandalika77 real asik main
Mba Nana is still the same😅😅😅😅😅😊😊😊,0,mba nana is still the same,"['mba', 'nana', 'is', 'still', 'the', 'same']","['mba', 'nana', 'is', 'still', 'the', 'same']",mba nana is still the same,mba nana still,mba nana still
Astagfirullahaladzim 😢😢,0,astagfirullahaladzim,['astagfirullahaladzim'],['astagfirullahaladzim'],astagfirullahaladzim,astagfirullahaladzim,astagfirullahaladzim
"maen di sini auto jepe terus, GG banget",1,maen di sini auto jepe terus gg banget,"['maen', 'di', 'sini', 'auto', 'jepe', 'terus', 'gg', 'banget']","['maen', 'di', 'sini', 'auto', 'jepe', 'terus', 'gg', 'banget']",maen di sini auto jepe terus gg banget,maen auto jepe gg banget,maen auto jepe gg banget
"seminggu main alexis17 , gue udah ganti laptop !",1,seminggu main alexis17 gue udah ganti laptop,"['seminggu', 'main', 'alexis17', 'gue', 'udah', 'ganti', 'laptop']","['seminggu', 'main', 'alexis17', 'saya', 'sudah', 'ganti', 'laptop']",seminggu main alexis17 saya sudah ganti laptop,seminggu main alexis17 ganti laptop,minggu main alexis17 ganti laptop
Ｐｕｌａｕ７７７ selalu bikin nagih,1,pulau777 selalu bikin nagih,"['pulau777', 'selalu', 'bikin', 'nagih']","['pulau777', 'selalu', 'bikin', 'nagih']",pulau777 selalu bikin nagih,pulau777 bikin nagih,pulau777 bikin nagih
Tanpa 【✌ 𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】 sudah hampa rasanya.,1,tanpa alexis17 sudah hampa rasanya,"['tanpa', 'alexis17', 'sudah', 'hampa', 'rasanya']","['tanpa', 'alexis17', 'sudah', 'hampa', 'rasanya']",tanpa alexis17 sudah hampa rasanya,alexis17 hampa,alexis17 hampa
"Pabrik namanya apa?, daerah mana",0,pabrik namanya apa daerah mana,"['pabrik', 'namanya', 'apa', 'daerah', 'mana']","['pabrik', 'namanya', 'apa', 'daerah', 'mana']",pabrik namanya apa daerah mana,pabrik namanya daerah,pabrik nama daerah
HP yang di borong Ishowspeed 3 biji di cina wkwk,0,hp yang di borong ishowspeed 3 biji di cina wkwk,"['hp', 'yang', 'di', 'borong', 'ishowspeed', '3', 'biji', 'di', 'cina', 'wkwk']","['hp', 'yang', 'di', 'borong', 'ishowspeed', '3', 'biji', 'di', 'cina', 'wkwk']",hp yang di borong ishowspeed 3 biji di cina wkwk,hp borong ishowspeed 3 biji cina wkwk,hp borong ishowspeed 3 biji cina wkwk
😂 kita tdk sama bro,0,kita tdk sama bro,"['kita', 'tdk', 'sama', 'bro']","['kita', 'tidak', 'sama', 'bro']",kita tidak sama bro,bro,bro
nanti habis isya,0,nanti habis isya,"['nanti', 'habis', 'isya']","['nanti', 'habis', 'isya']",nanti habis isya,habis isya,habis isya
pantes rame ini mandalika77 wkwkwkwkwk,1,pantes rame ini mandalika77 wkwkwkwkwk,"['pantes', 'rame', 'ini', 'mandalika77', 'wkwkwkwkwk']","['pantes', 'rame', 'ini', 'mandalika77', 'wkwkwkwkwk']",pantes rame ini mandalika77 wkwkwkwkwk,pantes rame mandalika77 wkwkwkwkwk,pantes rame mandalika77 wkwkwkwkwk
supersemar 1:48:36,0,supersemar 1 48 36,"['supersemar', '1', '48', '36']","['supersemar', '1', '48', '36']",supersemar 1 48 36,supersemar 1 48 36,supersemar 1 48 36
ko ga ada tombol dislike nya ya...,0,ko ga ada tombol dislike nya ya,"['ko', 'ga', 'ada', 'tombol', 'dislike', 'nya', 'ya']","['ko', 'tidak', 'ada', 'tombol', 'dislike', 'nya', 'ya']",ko tidak ada tombol dislike nya ya,ko tombol dislike nya ya,ko tombol dislike nya ya
oke mantap mandalika77... udah wd ya otw mabar sama teman jg,1,oke mantap mandalika77 udah wd ya otw mabar sama teman jg,"['oke', 'mantap', 'mandalika77', 'udah', 'wd', 'ya', 'otw', 'mabar', 'sama', 'teman', 'jg']","['oke', 'mantap', 'mandalika77', 'sudah', 'wd', 'ya', 'otw', 'mabar', 'sama', 'teman', 'juga']",oke mantap mandalika77 sudah wd ya otw mabar sama teman juga,oke mantap mandalika77 wd ya otw mabar teman,oke mantap mandalika77 wd ya otw mabar teman
Ngvlog aja dia pake hp 😂,0,ngvlog aja dia pake hp,"['ngvlog', 'aja', 'dia', 'pake', 'hp']","['ngvlog', 'aja', 'dia', 'pake', 'hp']",ngvlog aja dia pake hp,ngvlog aja pake hp,ngvlog aja pake hp
